issue_id,timestamp,category,description,municipality,district,state,age_group,gender,origin,responsible_entity_id,responsible_entity_name,responsible_entity_level,description_length,description_words,has_verkehr_keywords,has_bildung_keywords,has_umwelt_keywords,has_gesundheit_keywords,hour,day_of_week,day_of_month,week_of_year,month,quarter,is_weekend,is_business_hours,is_morning,is_afternoon
ISS_20250613033802_6253,2024-04-01 01:37:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro funktioniert seit Wochen nicht richtig - ständig Fehlermeldungen und man kann keine Termine vereinbaren. Als älterer Bürger brauche ich dringend Hilfe, weil ich meinen Personalausweis verlängern muss.",Bischofsgrün,Gemeinde,Bayern,55-64,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,244,32,False,False,False,False,1,0,1,14,4,2,False,False,False,False
ISS_20250613034211_4634,2024-06-14 09:30:00,Bildung,Die Toiletten in der Oberschule sind seit Monaten kaputt und unhygienisch. Meine Enkelin muss täglich diese Zustände ertragen - das ist untragbar für die Gesundheit der Kinder und gehört endlich repariert.,Heidenau,Stadt,Sachsen,55-64,female,citizen,LAND_02_BM,Hamburg - Ministerium für Bildung,Land,205,31,False,True,False,False,9,4,14,24,6,2,False,True,True,False
ISS_20250613033802_7219,2023-03-01 10:14:00,Verkehr,"Die Parkplätze in der Fußgängerzone sind ständig von Dauerparker blockiert, obwohl dort nur 2 Stunden erlaubt sind. Als Geschäftsfrau finde ich nie einen Platz für Kundentermine und muss ewig durch die Stadt fahren.",Wittmund,Stadt,Niedersachsen,45-54,female,citizen,LAND_09_VM,Bayern - Ministerium für Verkehr,Land,215,33,False,False,False,False,10,2,1,9,3,1,False,True,True,False
ISS_20250613033743_8334,2024-08-18 11:14:00,Wirtschaft,"Die Gewerbesteuer für kleine Betriebe in unserer Region ist viel zu hoch im Vergleich zu anderen Landkreisen. Viele lokale Geschäfte müssen schließen, weil sie sich die Abgaben nicht mehr leisten können - das schadet der ganzen Wirtschaft hier.",Harz (Landkreis Göttingen),Gemeindefreies Gebiet,Niedersachsen,45-54,female,citizen,LAND_10_FM,Saarland - Ministerium der Finanzen,Land,244,38,False,False,False,False,11,6,18,33,8,3,True,True,True,False
ISS_20250613034130_4089,2023-07-05 22:13:00,Sicherheit,"Die Straßenbeleuchtung in der Bahnhofstraße ist seit drei Wochen kaputt. Abends ist es dort stockdunkel und besonders für Frauen sehr gefährlich. Bitte reparieren Sie die Lampen schnell, bevor etwas Schlimmes passiert.",Hatzfeld (Eder),Stadt,Hessen,25-34,male,citizen,LAND_08_UM,Baden-Württemberg - Ministerium für Umwelt,Land,218,31,True,False,False,False,22,2,5,27,7,3,False,False,False,False
ISS_20250613033900_3775,2023-07-07 06:11:00,Digitalisierung,Das Online-Portal der Gemeinde ist ständig überlastet und funktioniert nicht richtig. Ich kann seit Wochen keinen Termin im Bürgerbüro buchen und auch keine Anträge digital einreichen - das ist doch Steinzeit!,Adelmannsfelden,Gemeinde,Baden-Württemberg,45-54,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,209,31,False,False,False,False,6,4,7,27,7,3,False,False,True,False
ISS_20250613034245_4147,2023-10-25 21:05:00,Wirtschaft,"Die Parkgebühren in der Innenstadt sind für uns junge Leute viel zu teuer geworden. Seit der Erhöhung auf 3 Euro pro Stunde können wir uns kaum noch leisten, zum Einkaufen oder ins Café zu gehen.",Weil,Gemeinde,Bayern,18-24,male,citizen,LAND_15_FM,Sachsen-Anhalt - Ministerium der Finanzen,Land,195,35,False,False,False,False,21,2,25,43,10,4,False,False,False,False
ISS_20250613034243_5122,2024-09-10 06:32:00,Wirtschaft,"Die Beratung im Jobcenter war total unfreundlich und die Mitarbeiterin hat mir nicht erklärt, welche Unterlagen ich für meinen Antrag brauche. Jetzt muss ich wieder einen neuen Termin machen und verliere noch mehr Zeit bei der Jobsuche.",Bautzen,Stadt,Sachsen,18-24,female,migrant_non_eu,LAND_02_FM,Hamburg - Ministerium der Finanzen,Land,236,37,False,False,False,False,6,1,10,37,9,3,False,False,True,False
ISS_20250613033958_5489,2025-01-13 03:28:00,Gesundheit,"Die Wartezeit beim Hausarzt in Kamp-Lintfort ist untragbar - drei Wochen für einen normalen Termin! Viele ältere Bürger bekommen gar keinen Termin mehr. Wir brauchen dringend mehr Ärzte in der Stadt, besonders für die wachsende Zahl an Senioren.",Kamp-Lintfort,Stadt,Nordrhein-Westfalen,45-54,female,citizen,LAND_13_SM,Mecklenburg-Vorpommern - Ministerium für Soziales,Land,245,38,False,False,False,True,3,0,13,3,1,1,False,False,False,False
ISS_20250613033708_8669,2024-02-13 07:35:00,Bildung,"Die Computerräume an unserer Berufsschule sind völlig veraltet - die PCs stürzen ständig ab und das Internet ist so langsam, dass wir kaum arbeiten können. Wie sollen wir uns so auf die Digitalisierung vorbereiten?",Grevenbroich,Stadt,Nordrhein-Westfalen,18-24,diverse,citizen,LAND_06_BM,Hessen - Ministerium für Bildung,Land,214,34,False,True,False,False,7,1,13,7,2,1,False,False,True,False
ISS_20250613034238_3272,2024-12-16 13:56:00,Bildung,Die Heizung in der Grundschule Am Thie ist seit drei Wochen kaputt. Meine Tochter und ihre Mitschüler müssen bei 12 Grad im Klassenzimmer sitzen und können sich nicht konzentrieren. Das ist unzumutbar!,Salzkotten,Stadt,Nordrhein-Westfalen,45-54,female,citizen,LAND_14_BM,Sachsen - Ministerium für Bildung,Land,201,32,False,True,False,False,13,0,16,51,12,4,False,True,False,True
ISS_20250613033921_9286,2023-06-08 10:20:00,Sicherheit,Der Gehweg zur Apotheke in der Hauptstraße ist abends sehr schlecht beleuchtet und die Gehwegplatten sind locker. Als ältere Bürgerin fühle ich mich dort unsicher und habe Angst zu stürzen. Bitte um bessere Beleuchtung und Reparatur.,Ziemetshausen,Gemeinde,Bayern,65+,female,citizen,LAND_03_IM,Niedersachsen - Ministerium des Innern,Land,233,36,True,False,False,True,10,3,8,23,6,2,False,True,True,False
ISS_20250613034117_9626,2024-01-07 09:28:00,Migration,Die Bearbeitung meines Antrags auf Anerkennung meiner ausländischen Berufsqualifikation dauert bereits acht Monate ohne jede Rückmeldung. Ich kann nicht arbeiten und brauche dringend eine Auskunft über den Stand meines Verfahrens.,Korswandt,Gemeinde,Mecklenburg-Vorpommern,35-44,female,migrant_eu,LAND_11_SM,Berlin - Ministerium für Soziales,Land,230,30,False,False,False,False,9,6,7,1,1,1,True,True,True,False
ISS_20250613034014_9527,2024-09-13 19:55:00,Umwelt,Die Mülltonnen in der Siedlung Am Waldrand werden seit drei Wochen nicht mehr regelmäßig geleert. Der Gestank ist unerträglich und lockt Ungeziefer an - meine Nachbarn und ich sind sehr verärgert über diese unhaltbaren Zustände.,Bestwig,Gemeinde,Nordrhein-Westfalen,55-64,female,citizen,LAND_07_UM,Rheinland-Pfalz - Ministerium für Umwelt,Land,228,35,False,False,True,False,19,4,13,37,9,3,False,False,False,False
ISS_20250613033705_1868,2023-04-26 10:33:00,Wirtschaft,"Die örtlichen Geschäfte in der Innenstadt stehen seit Monaten leer, während gleichzeitig die Gewerbesteuer steigt. Wir brauchen dringend Unterstützung für kleine Betriebe, sonst stirbt unser Stadtkern komplett aus und alle kaufen nur noch online ein.",Altensteig,Stadt,Baden-Württemberg,35-44,female,citizen,LAND_03_FM,Niedersachsen - Ministerium der Finanzen,Land,250,35,False,False,False,False,10,2,26,17,4,2,False,True,True,False
ISS_20250613034137_6953,2024-05-05 13:13:00,Gesundheit,Die Wartezeit für einen Facharzttermin beim Orthopäden hier in Bad Salzuflen beträgt über vier Monate. Als Rentner mit Rückenproblemen ist das unzumutbar - bis dahin verschlechtert sich mein Zustand nur weiter.,Bad Salzuflen,Stadt,Nordrhein-Westfalen,55-64,male,citizen,LAND_13_GM,Mecklenburg-Vorpommern - Ministerium für Gesundheit,Land,210,31,False,False,False,True,13,6,5,18,5,2,True,True,False,True
ISS_20250613033805_6626,2024-10-03 13:00:00,Verkehr,Die Baustelle auf der B4 bei Kaltenkirchen dauert schon seit Monaten und es gibt keine Umleitung. Jeden Tag stehe ich im Stau und komme zu spät zur Arbeit. Wann wird das endlich fertig?,Kaltenkirchen,Stadt,Schleswig-Holstein,45-54,male,migrant_eu,LAND_12_VM,Brandenburg - Ministerium für Verkehr,Land,185,33,True,False,False,False,13,3,3,40,10,4,False,True,False,True
ISS_20250613033727_9581,2023-09-11 09:48:00,Umwelt,"Die Mülleimer am Strand von Sehlen quellen seit Tagen über und der Wind verteilt den Abfall überall. Besonders bei dem schönen Wetter kommen viele Touristen, aber die Reinigung kommt nicht hinterher - das sieht wirklich schlimm aus.",Sehlen,Gemeinde,Mecklenburg-Vorpommern,18-24,female,citizen,LAND_09_MW,Bayern - Ministerium für Wirtschaft,Land,232,37,False,False,True,False,9,0,11,37,9,3,False,True,True,False
ISS_20250613033919_6597,2024-11-05 04:49:00,Sicherheit,"Die Straßenbeleuchtung in der Parkstraße ist seit Wochen kaputt, wodurch der Gehweg abends völlig dunkel ist. Als ältere Dame fühle ich mich dort sehr unsicher und musste bereits einen Umweg nehmen, um sicher nach Hause zu kommen.",Lüdenscheid,Stadt,Nordrhein-Westfalen,55-64,female,citizen,LAND_02_IM,Hamburg - Ministerium des Innern,Land,230,37,True,False,False,False,4,1,5,45,11,4,False,False,False,False
ISS_20250613034049_4833,2023-07-20 14:17:00,Wirtschaft,Die Gewerbesteuer für kleine Betriebe in Pegnitz ist viel zu hoch im Vergleich zu den Nachbargemeinden. Dadurch wandern immer mehr Unternehmen ab und unsere Innenstadt stirbt aus - das schadet allen Bürgern.,Pegnitz,Stadt,Bayern,45-54,male,citizen,LAND_14_FM,Sachsen - Ministerium der Finanzen,Land,207,32,False,False,False,False,14,3,20,29,7,3,False,True,False,True
ISS_20250613033930_4247,2024-06-28 10:53:00,Bildung,"Die Bushaltestelle zur Berufsschule in Waren ist seit Monaten kaputt und bei Regen stehen wir völlig im Nassen. Außerdem fährt der Bus oft zu spät, wodurch wir regelmäßig die erste Stunde verpassen.",Fincken,Gemeinde,Mecklenburg-Vorpommern,18-24,female,citizen,LAND_13_BM,Mecklenburg-Vorpommern - Ministerium für Bildung,Land,198,32,True,True,False,False,10,4,28,26,6,2,False,True,True,False
ISS_20250613033906_3099,2024-12-26 11:16:00,Gesundheit,Die Wartezeit für einen Facharzttermin beim Orthopäden hier in Oerlinghausen beträgt über vier Monate. Als Handwerker mit Rückenproblemen kann ich nicht so lange warten - das ist unzumutbar und gefährdet meine Arbeitsfähigkeit.,Oerlinghausen,Stadt,Nordrhein-Westfalen,45-54,male,citizen,LAND_04_GM,Bremen - Ministerium für Gesundheit,Land,227,32,False,False,False,True,11,3,26,52,12,4,False,True,True,False
ISS_20250613033922_7103,2025-02-08 06:33:00,Wirtschaft,"Die örtlichen Geschäfte in Osann-Monzel schließen reihenweise, weil die Gemeinde nichts gegen die Konkurrenz der großen Einkaufszentren unternimmt. Unsere Dorfmitte stirbt aus und die wenigen verbliebenen Läden haben kaum noch Kunden.",Osann-Monzel,Gemeinde,Rheinland-Pfalz,45-54,female,citizen,LAND_12_MW,Brandenburg - Ministerium für Wirtschaft,Land,234,31,False,False,False,False,6,5,8,6,2,1,True,False,True,False
ISS_20250613034203_1346,2023-10-30 09:40:00,Sicherheit,"Die Straßenbeleuchtung am Fußweg zwischen Dorfstraße und Bushaltestelle ist seit Wochen kaputt. Als junge Frau fühle ich mich abends sehr unsicher, wenn ich von der Arbeit nach Hause laufe, besonders jetzt in der dunklen Jahreszeit.",Lawitz,Gemeinde,Brandenburg,18-24,female,citizen,LAND_15_UM,Sachsen-Anhalt - Ministerium für Umwelt,Land,232,35,True,False,False,False,9,0,30,44,10,4,False,True,True,False
ISS_20250613033645_4927,2024-03-05 16:24:00,Verkehr,"Die Baustelle in der Erfurter Straße dauert schon seit drei Monaten und es gibt keine Umleitung - der Verkehr staut sich täglich bis zur Innenstadt. Wann wird das endlich fertig, damit wir wieder normal zur Arbeit fahren können?",Bad Langensalza,Stadt,Thüringen,35-44,female,citizen,LAND_15_VM,Sachsen-Anhalt - Ministerium für Verkehr,Land,228,38,True,False,False,False,16,1,5,10,3,1,False,True,False,True
ISS_20250613034238_2329,2023-10-28 14:22:00,Umwelt,"Die Mülltrennung in unserem Wohngebiet funktioniert nicht richtig - die gelben Säcke werden oft tagelang nicht abgeholt und der Wind verteilt den Müll überall. Das sieht nicht nur schlimm aus, sondern zieht auch Ungeziefer an.",Havelsee,Stadt,Brandenburg,25-34,female,citizen,LAND_04_UM,Bremen - Ministerium für Umwelt,Land,226,35,False,False,True,False,14,5,28,43,10,4,True,True,False,True
ISS_20250613033645_2139,2023-09-11 20:59:00,Migration,"Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits acht Monate ohne jede Rückmeldung. Meine Kinder warten in der Heimat und ich brauche endlich eine Antwort, wann sie zu mir nach Deutschland kommen können.",Welle,Gemeinde,Niedersachsen,35-44,female,citizen,LAND_11_SM,Berlin - Ministerium für Soziales,Land,228,33,False,False,False,False,20,0,11,37,9,3,False,False,False,False
ISS_20250613034241_9493,2024-11-29 13:11:00,Sicherheit,"Der Fußweg entlang der Bundesstraße nach Loburg ist abends völlig unbeleuchtet und extrem gefährlich. Als Berufspendler muss ich dort täglich lang und fürchte um meine Sicherheit, besonders bei Regen oder Nebel.",Möckern,Stadt,Sachsen-Anhalt,45-54,male,citizen,LAND_12_IM,Brandenburg - Ministerium des Innern,Land,211,31,True,False,False,False,13,4,29,48,11,4,False,True,False,True
ISS_20250613033901_6231,2023-06-30 20:33:00,Digitalisierung,"Das Online-Portal der Gemeinde funktioniert bei mir nicht richtig - ich kann keine Formulare ausfüllen oder herunterladen. Für jeden Antrag muss ich extra ins Rathaus fahren, obwohl das doch digital gehen sollte.",Hirz-Maulsbach,Gemeinde,Rheinland-Pfalz,45-54,male,migrant_non_eu,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,212,32,False,False,False,False,20,4,30,26,6,2,False,False,False,False
ISS_20250613033822_8802,2023-10-27 07:58:00,Wirtschaft,"Die Geschäfte in der Innenstadt stehen seit Monaten leer und es kommen keine neuen Unternehmen dazu. Wann unternimmt die Stadt endlich etwas gegen das Ladensterben, damit Walsrode nicht zur Geisterstadt wird?",Walsrode,Stadt,Niedersachsen,35-44,male,citizen,LAND_08_FM,Baden-Württemberg - Ministerium der Finanzen,Land,208,31,False,False,False,False,7,4,27,43,10,4,False,False,True,False
ISS_20250613034040_1308,2024-11-23 10:39:00,Umwelt,"Der Grünschnitt an der Bushaltestelle Wachsenburg wird seit Monaten nicht gemäht und wuchert völlig zu. Ältere Bürger können kaum noch sicher aussteigen, weil die Sicht durch das hohe Gras komplett versperrt ist.",Amt Wachsenburg,Gemeinde,Thüringen,55-64,female,citizen,LAND_02_MW,Hamburg - Ministerium für Wirtschaft,Land,212,32,True,False,True,False,10,5,23,47,11,4,True,True,True,False
ISS_20250613033840_2578,2023-02-13 01:13:00,Digitalisierung,"Das Online-Portal der Gemeinde ist eine Katastrophe - seit drei Wochen versuche ich, einen Bauantrag digital einzureichen, aber die Seite stürzt ständig ab. Warum kann man nicht einfach alles per E-Mail schicken wie früher?",Bippen,Gemeinde,Niedersachsen,45-54,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,223,34,False,False,False,False,1,0,13,7,2,1,False,False,False,False
ISS_20250613033802_8902,2024-09-01 06:12:00,Gesundheit,"Die Wartezeiten beim Hausarzt hier in Offenhausen sind unmöglich - drei Wochen für einen normalen Termin! Als Student ohne Auto ist es auch schwer, zu anderen Ärzten zu fahren. Wir brauchen dringend mehr Ärzte in der Gemeinde.",Offenhausen,Gemeinde,Bayern,18-24,male,migrant_eu,LAND_01_GM,Schleswig-Holstein - Ministerium für Gesundheit,Land,226,37,False,False,False,True,6,6,1,35,9,3,True,False,True,False
ISS_20250613033849_3018,2025-05-22 11:02:00,Sicherheit,"Die Straßenbeleuchtung in der Wohnstraße ist seit Monaten kaputt, nachts ist es stockdunkel. Als junge Frau fühle ich mich sehr unsicher, wenn ich abends von der Arbeit nach Hause laufe - bitte reparieren Sie die Lampen schnell.",Köditz,Gemeinde,Bayern,18-24,female,migrant_eu,LAND_06_IM,Hessen - Ministerium des Innern,Land,228,37,True,False,False,False,11,3,22,21,5,2,False,True,True,False
ISS_20250613034007_1554,2024-01-15 15:25:00,Verkehr,Die Straße durch den Sachsenwald ist voller Schlaglöcher und wird immer schlechter. Besonders nach dem letzten Regen ist sie kaum noch befahrbar - mein Auto hat schon Schäden davongetragen und andere Autofahrer weichen gefährlich aus.,Sachsenwald (Forstgutsbez.),Gemeindefreies Gebiet,Schleswig-Holstein,25-34,female,citizen,LAND_04_VM,Bremen - Ministerium für Verkehr,Land,234,35,True,False,False,False,15,0,15,3,1,1,False,True,False,True
ISS_20250613033733_6695,2023-05-16 11:51:00,Migration,Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits acht Monate ohne jede Rückmeldung vom Ausländeramt. Meine Frau wartet in der Heimat und wir brauchen endlich eine Antwort oder wenigstens einen Termin für ein Gespräch.,Genthin,Stadt,Sachsen-Anhalt,35-44,male,citizen,LAND_08_SM,Baden-Württemberg - Ministerium für Soziales,Land,242,34,False,False,False,False,11,1,16,20,5,2,False,True,True,False
ISS_20250613033702_3692,2023-11-08 13:47:00,Bildung,"Die Realschule hier in Pfeffenhausen hat schon wieder den Elternabend abgesagt, weil zu wenig Lehrer da sind. Mein Sohn verpasst wichtigen Stoff und ich verstehe nicht, warum die Schule so schlecht organisiert ist.",Pfeffenhausen,Gemeinde,Bayern,45-54,female,migrant_eu,LAND_04_BM,Bremen - Ministerium für Bildung,Land,214,33,False,True,False,False,13,2,8,45,11,4,False,True,False,True
ISS_20250613034043_2077,2025-01-27 14:10:00,Digitalisierung,"Das Online-Portal für die Anmeldung meines Autos ist seit Tagen nicht erreichbar und die Telefon-Hotline ist permanent besetzt. Ich brauche dringend meine Zulassung für den neuen Job, aber komme digital nicht weiter.",Hilpoltstein,Stadt,Bayern,18-24,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,216,32,False,False,False,False,14,0,27,5,1,1,False,True,False,True
ISS_20250613033936_5418,2025-05-05 13:57:00,Digitalisierung,Die Online-Terminbuchung für das Bürgerbüro funktioniert seit Wochen nicht richtig - ständig Fehlermeldungen und die Seite lädt ewig. Meine 80-jährige Mutter kann so keinen Termin für ihren neuen Personalausweis buchen und ist völlig verzweifelt.,Waldsassen,Stadt,Bayern,45-54,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,246,34,False,False,False,False,13,0,5,19,5,2,False,True,False,True
ISS_20250613034011_4523,2023-11-06 10:34:00,Sicherheit,"Die Straßenbeleuchtung in der Kirchgasse ist seit Wochen kaputt, dadurch ist der Gehweg abends völlig dunkel und gefährlich. Als älterer Bürger traue ich mich kaum noch nach Einbruch der Dunkelheit dort zu gehen.",Zaberfeld,Gemeinde,Baden-Württemberg,55-64,male,citizen,LAND_07_UM,Rheinland-Pfalz - Ministerium für Umwelt,Land,212,33,True,False,False,False,10,0,6,45,11,4,False,True,True,False
ISS_20250613033954_5100,2025-02-07 01:54:00,Sicherheit,"Die Straßenbeleuchtung in der Annabergstraße ist seit drei Wochen defekt, wodurch der Gehweg abends völlig dunkel ist. Als Vater mache ich mir Sorgen um die Sicherheit meiner Kinder auf dem Schulweg.",Haltern am See,Stadt,Nordrhein-Westfalen,35-44,male,citizen,LAND_09_IM,Bayern - Ministerium des Innern,Land,199,31,True,False,False,False,1,4,7,6,2,1,False,False,False,False
ISS_20250613033923_7643,2023-09-23 06:29:00,Sicherheit,"Die Unterführung am Hauptbahnhof ist abends völlig unzureichend beleuchtet und wirkt sehr unsicher. Als älterer Bürger meide ich diesen Weg nach Einbruch der Dunkelheit, obwohl es der direkteste Weg in die Innenstadt ist.",Wolfsburg,Stadt,Niedersachsen,55-64,male,citizen,LAND_12_IM,Brandenburg - Ministerium des Innern,Land,221,33,True,False,False,False,6,5,23,38,9,3,True,False,True,False
ISS_20250613034054_5290,2024-11-13 03:11:00,Gesundheit,"Die Wartezeit beim Gesundheitsamt für einen Termin zur Gesundheitsberatung beträgt über drei Monate. Als Diabetiker brauche ich dringend Unterstützung bei der Ernährungsberatung, aber diese lange Wartezeit ist für chronisch Kranke nicht akzeptabel.",Dülmen,Stadt,Nordrhein-Westfalen,45-54,male,citizen,LAND_16_SM,Thüringen - Ministerium für Soziales,Land,248,32,False,False,False,False,3,2,13,46,11,4,False,False,False,False
ISS_20250613033848_8041,2024-12-01 09:26:00,Gesundheit,"Die Wartezeit beim Hausarzt in Höfen ist unmöglich geworden - drei Wochen für einen normalen Termin! Als junge Berufstätige kann ich nicht ewig auf wichtige Untersuchungen warten, wir brauchen dringend mehr Ärzte in der Gemeinde.",Höfen an der Enz,Gemeinde,Baden-Württemberg,18-24,female,citizen,LAND_07_GM,Rheinland-Pfalz - Ministerium für Gesundheit,Land,229,35,False,False,False,True,9,6,1,48,12,4,True,True,True,False
ISS_20250613033821_2702,2024-12-27 09:14:00,Bildung,"Die Schulbusse zur Grundschule kommen seit drei Wochen regelmäßig 15-20 Minuten zu spät, wodurch mein Sohn bereits mehrfach den Unterrichtsbeginn verpasst hat. Das kann so nicht weitergehen, die Kinder leiden darunter.",Bliesdorf,Gemeinde,Brandenburg,35-44,female,citizen,LAND_10_BM,Saarland - Ministerium für Bildung,Land,218,31,True,True,False,False,9,4,27,52,12,4,False,True,True,False
ISS_20250613033708_1610,2024-04-21 11:37:00,Wirtschaft,"Die Baustelle an der Hauptgeschäftsstraße dauert schon drei Monate und viele kleine Läden verlieren Kunden, weil niemand mehr dort parken kann. Wann wird endlich eine Lösung für die Geschäftsinhaber gefunden, die unter den Umsatzeinbußen leiden?",Passade,Gemeinde,Schleswig-Holstein,45-54,female,citizen,LAND_14_MW,Sachsen - Ministerium für Wirtschaft,Land,245,35,True,False,False,False,11,6,21,16,4,2,True,True,True,False
ISS_20250613034155_1822,2023-11-17 06:11:00,Gesundheit,"Die Wartezeit beim Kinderarzt in Steinau beträgt mittlerweile über drei Wochen für einen normalen Termin. Meine Tochter war krank und ich musste ins 20 Kilometer entfernte Schlüchtern fahren, weil hier einfach keine Termine verfügbar sind.",Steinau an der Straße,Stadt,Hessen,35-44,female,citizen,LAND_10_SM,Saarland - Ministerium für Soziales,Land,239,35,False,False,False,True,6,4,17,46,11,4,False,False,True,False
ISS_20250613033730_8709,2024-11-13 04:08:00,Umwelt,Die Mülltonne an der Bushaltestelle Königstraße quillt seit über einer Woche über und stinkt fürchterlich. Besonders bei dem warmen Wetter ist das untragbar für alle Wartenden und lockt Ungeziefer an.,Bergheim,Stadt,Nordrhein-Westfalen,45-54,male,citizen,LAND_10_MW,Saarland - Ministerium für Wirtschaft,Land,200,30,True,False,True,False,4,2,13,46,11,4,False,False,False,False
ISS_20250613033807_6872,2023-01-18 21:37:00,Umwelt,"Der Wanderweg entlang der Gera ist voller Hundekot und weggeworfener Flaschen. Als Rentner gehe ich dort täglich spazieren, aber der Zustand ist inzwischen so schlimm, dass ich Angst habe auszurutschen oder mich zu verletzen.",Geratal,Gemeinde,Thüringen,55-64,female,citizen,LAND_06_MW,Hessen - Ministerium für Wirtschaft,Land,225,34,False,False,False,False,21,2,18,3,1,1,False,False,False,False
ISS_20250613034045_9115,2025-02-10 08:26:00,Umwelt,"Die Mülltrennung in unserem Wohngebiet funktioniert nicht richtig - viele Nachbarn werfen alles in den Restmüll. Die Gemeinde sollte mehr Aufklärung machen und eventuell Bußgelder verhängen, damit wir alle ordentlich trennen.",Satteldorf,Gemeinde,Baden-Württemberg,45-54,male,migrant_eu,LAND_03_MW,Niedersachsen - Ministerium für Wirtschaft,Land,225,31,False,False,True,False,8,0,10,7,2,1,False,True,True,False
ISS_20250613033737_4699,2023-07-10 09:18:00,Migration,Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits acht Monate ohne jede Rückmeldung. Meine Frau wartet in der Türkei und wir brauchen endlich eine Antwort oder wenigstens eine Zwischenmitteilung zum Stand des Verfahrens.,Köthen (Anhalt),Stadt,Sachsen-Anhalt,25-34,diverse,citizen,LAND_02_SM,Hamburg - Ministerium für Soziales,Land,244,33,False,False,False,False,9,0,10,28,7,3,False,True,True,False
ISS_20250613034127_3966,2024-09-30 12:00:00,Sicherheit,"Die Straßenbeleuchtung in der Siedlung Am Mühlbach ist seit Wochen defekt, mehrere Laternen sind komplett dunkel. Besonders für uns Frauen ist der Heimweg abends sehr unsicher geworden, und auch Kinder trauen sich nicht mehr alleine raus.",Neustadt a.d.Donau,Stadt,Bayern,35-44,female,citizen,LAND_08_IM,Baden-Württemberg - Ministerium des Innern,Land,238,36,True,False,False,False,12,0,30,40,9,3,False,True,True,True
ISS_20250613033929_7258,2023-09-09 10:47:00,Gesundheit,"Die Wartezeit beim Hausarzt in Ueckermünde ist unmöglich geworden - drei Wochen für einen normalen Termin! Als berufstätige Mutter kann ich nicht einfach stundenlang im Wartezimmer sitzen, wenn dann doch kurzfristig abgesagt wird.",Ueckermünde,Stadt,Mecklenburg-Vorpommern,45-54,female,migrant_eu,LAND_02_GM,Hamburg - Ministerium für Gesundheit,Land,230,33,False,False,False,True,10,5,9,36,9,3,True,True,True,False
ISS_20250613033853_2574,2023-04-12 16:06:00,Wirtschaft,"Die Parkgebühren in der Innenstadt sind viel zu hoch und schrecken Kunden ab. Viele Geschäfte stehen leer, weil niemand mehr zum Einkaufen kommt - das schadet unserer ganzen Stadt und den lokalen Betrieben.",Bad Wurzach,Stadt,Baden-Württemberg,45-54,female,citizen,LAND_11_MW,Berlin - Ministerium für Wirtschaft,Land,206,33,False,False,False,False,16,2,12,15,4,2,False,True,False,True
ISS_20250613033746_4167,2023-08-24 14:34:00,Sicherheit,"Der Gehweg entlang der Hauptstraße ist abends völlig unbeleuchtet und durch Wurzelschäden sehr uneben. Ich bin letzte Woche gestürzt und befürchte, dass besonders ältere Mitbürger sich hier verletzen könnten.",Duingen,Gemeinde,Niedersachsen,45-54,female,citizen,LAND_04_UM,Bremen - Ministerium für Umwelt,Land,208,29,True,False,False,False,14,3,24,34,8,3,False,True,False,True
ISS_20250613033954_2944,2024-06-08 13:39:00,Gesundheit,"Die Wartezeit beim Hausarzt in Blaufelden ist mittlerweile unerträglich - drei Wochen für einen normalen Termin! Für berufstätige Mütter wie mich ist das unmöglich, besonders wenn die Kinder krank sind und sofort behandelt werden müssen.",Blaufelden,Gemeinde,Baden-Württemberg,35-44,female,citizen,LAND_02_SM,Hamburg - Ministerium für Soziales,Land,237,35,False,False,False,True,13,5,8,23,6,2,True,True,False,True
ISS_20250613034036_9262,2025-03-18 07:04:00,Verkehr,Die Gehwege in der Lange Straße sind seit dem Winter voller Schlaglöcher und sehr uneben. Als Rentner mit Gehstock ist das für mich und andere ältere Bürger sehr gefährlich - wir können kaum noch sicher zu Fuß gehen.,Delbrück,Stadt,Nordrhein-Westfalen,65+,male,citizen,LAND_06_VM,Hessen - Ministerium für Verkehr,Land,216,38,True,False,False,False,7,1,18,12,3,1,False,False,True,False
